OBJECTID__,id,site_code,X,Y,lon,lat,Cclay_base_altitude,thickness_Cclay,gse
627,5568,362546N1196971W001,796773.7055,4017249.238,-119.697087,36.254595,-46.01243,25.74967,229.1129338
290,2954,357517N1196563W001,802357.6225,3961566.619,-119.656287,35.751695,-45.93982,54.0575,217.9566343
395,3821,362090N1199050W001,778249.4833,4011571.478,-119.904987,36.208995,-45.87286,32.0304,227.4184128
53,1673,363067N1199146W001,777040.5424,4022385.528,-119.914587,36.306695,-45.7925,24.71122,223.7570938
193,2305,362539N1196599W001,800120.0249,4017286.313,-119.659887,36.253895,-45.72025,28.79615,228.3815362
57,1683,362706N1199049W001,778039.9681,4018407.404,-119.904887,36.270595,-45.58481,28.23577,228.2174286
189,2298,362580N1197099W001,795610.3873,4017587.364,-119.709887,36.257995,-45.52962,22.26161,228.3829797
718,6204,357825N1195710W001,809954.1343,3965251.381,-119.570987,35.782495,-45.40106,37.00499,215.6903284
246,2775,364199N1199496W001,773500.0811,4034847.391,-119.949587,36.419895,-45.24408,16.18607,204.4124081
839,7213,363400N1198800W001,780028.8972,4026180.574,-119.879987,36.339995,-45.24378,22.13617,214.742625
266,2833,362103N1199057W001,778181.9261,4011713.726,-119.905687,36.210295,-45.1923,32.11982,227.6147711
179,2283,362632N1197410W001,792795.7605,4018069.843,-119.740987,36.263195,-45.14254,20.47041,226.8008931
398,3824,363100N1198110W001,786333.593,4023053.718,-119.810987,36.309995,-45.03887,19.30897,222.2701515
198,2311,362611N1196504W001,800946.2663,4018114.859,-119.650387,36.261095,-44.78864,<Null>,231.4331439
591,5502,364199N1199493W001,773526.9867,4034848.242,-119.949287,36.419895,-44.69129,16.1478,204.3263517
265,2832,362128N1199060W001,778146.0889,4011990.284,-119.905987,36.212795,-44.55573,32.11738,227.4092264
289,2953,357422N1196538W001,802619.7791,3960520.123,-119.653787,35.742195,-44.14396,53.04989,219.7187406
264,2818,362203N1199054W001,778173.4588,4012824.266,-119.905387,36.220295,-44.0801,31.89669,226.4042395
391,3812,362262N1199051W001,778179.5148,4013479.838,-119.905087,36.226195,-43.86448,31.56999,226.9087671
713,6198,357757N1195817W001,809012.9314,3964462.916,-119.581687,35.775695,-43.83454,40.56961,217.1352432
813,6941,362619N1196577W001,800287.1052,4018180.953,-119.657687,36.261895,-43.82896,28.04867,228.8585375
389,3810,363300N1198510W001,782668.6752,4025155.352,-119.850987,36.329995,-43.49352,21.84971,218.0113915
609,5540,361522N1199413W001,775183.8959,4005164.939,-119.941287,36.152195,-42.73589,38.22672,242.7745156
190,2299,362691N1197035W001,796143.639,4018838.763,-119.703487,36.269095,-42.73246,21.89149,230.3546005
689,6154,362540N1199050W001,778089.8958,4016565.041,-119.904987,36.253995,-42.72964,29.75969,228.4451845
497,4849,362533N1199052W001,778074.4039,4016486.788,-119.905187,36.253295,-42.66751,29.79353,228.3686425
392,3813,362410N1199050W001,778136.0165,4015122.453,-119.904987,36.240995,-42.54517,30.75022,228.1874745
602,5519,362494N1199052W001,778088.2405,4016054.012,-119.905187,36.249395,-42.47447,30.08019,227.5153944
411,3844,362800N1197610W001,790935.9231,4019873.841,-119.760987,36.279995,-42.46271,19.23505,226.9807159
415,3854,362699N1197110W001,795466.6311,4018904.603,-119.710987,36.269895,-42.32313,21.38903,232.2475796
232,2539,357894N1195377W001,812938.246,3966123.122,-119.537687,35.789395,-42.29557,26.6833,213.4455777
292,2957,357241N1196547W001,802606.924,3958508.781,-119.654687,35.724095,-42.20148,49.89954,222.6187407
383,3784,364009N1199862W001,770283.5089,4032635.773,-119.986187,36.400895,-42.14871,18.74393,213.273957
194,2306,362719N1196729W001,798882.8455,4019243.632,-119.672887,36.271895,-42.01606,27.36301,236.4575535
763,6551,357189N1196621W001,801956.949,3957908.909,-119.662087,35.718895,-41.98851,44.41726,222.7261226
426,3881,357180N1196615W001,802014.6476,3957810.885,-119.661487,35.717995,-41.80631,44.15963,222.9417394
554,5315,362764N1196760W001,798587.1095,4019733.448,-119.675987,36.276395,-41.73192,23.69864,237.6652963
151,2224,363942N1199499W001,773563.3689,4031994.637,-119.949887,36.394195,-41.47993,18.11125,213.6637536
195,2307,362867N1196727W001,798844.315,4020886.7,-119.672687,36.286695,-41.14804,21.094,240.3101783
719,6205,357775N1195658W001,810443.8185,3964712.998,-119.565787,35.777495,-41.02641,35.15251,215.8144426
196,2308,362894N1196679W001,799265.2508,4021201.186,-119.667887,36.289395,-41.00875,21.10115,239.5129342
394,3820,362070N1199230W001,776637.8106,4011297.99,-119.922987,36.206995,-41.00848,33.54565,237.697022
798,6907,362073N1199230W001,776636.7535,4011331.28,-119.922987,36.207295,-40.98468,33.5304,237.0923632
797,6906,362075N1199230W001,776636.0487,4011353.474,-119.922987,36.207495,-40.96864,33.51418,236.6943317
546,5285,363047N1199232W001,776275.1845,4022138.973,-119.923187,36.304695,-40.94918,24.77334,226.7390164
294,2959,357750N1195710W001,809983.2919,3964419.077,-119.570987,35.774995,-40.94359,36.42325,216.3121132
545,5284,363069N1199227W001,776312.3227,4022384.533,-119.922687,36.306895,-40.91245,24.575,226.5664443
223,2448,364571N1199682W001,771702.0768,4038922.816,-119.968187,36.457095,-40.81361,14.17783,203.1789107
48,1656,363422N1199057W001,777713.7625,4026350.487,-119.905687,36.342195,-40.65681,21.58442,214.8810108
384,3789,363864N1199593W001,772747.3289,4031102.461,-119.959287,36.386395,-40.41864,19.78514,218.0147051
523,5118,363286N1199229W001,776217.6913,4024791.98,-119.922887,36.328595,-40.35155,22.63857,222.2769756
149,2222,363689N1199410W001,774450.8274,4029212.404,-119.940987,36.368895,-40.07837,19.33348,220.3865884
590,5501,363467N1199046W001,777796.5121,4026853.014,-119.904587,36.346695,-40.07754,21.09134,217.8927235
148,2221,363722N1199421W001,774340.5079,4029575.473,-119.942087,36.372195,-40.06015,19.15847,218.3551251
579,5484,363722N1199504W001,773595.6634,4029551.908,-119.950387,36.372195,-40.04932,20.06222,221.0018115
132,1981,362897N1196732W001,798787.9379,4021218.083,-119.673187,36.289695,-40.04316,20.99287,241.6546337
581,5491,363572N1199421W001,774393.2317,4027910.944,-119.942087,36.357195,-40.0406,20.10216,226.6482028
792,6885,362479N1199131W001,777383.4757,4015864.887,-119.913087,36.247895,-40.03573,30.38929,231.3151321
556,5317,362906N1196724W001,798856.3747,4021320.435,-119.672387,36.290595,-40.03388,20.97746,241.4128358
588,5499,363503N1199368W001,774893.2366,4027160.338,-119.936787,36.350295,-40.02206,20.29715,226.2472841
578,5483,363719N1199579W001,772923.6618,4029497.38,-119.957887,36.371895,-40.02114,20.71919,221.5033207
147,2220,363717N1199582W001,772897.4391,4029474.337,-119.958187,36.371695,-40.01724,20.74429,221.5619822
586,5497,363428N1199593W001,772899.7149,4026264.251,-119.959287,36.342795,-39.99934,23.38839,235.4421007
154,2246,363503N1199410W001,774516.2206,4027148.388,-119.940987,36.350295,-39.99718,20.48,228.2709719
153,2245,363500N1199466W001,774014.5858,4027099.189,-119.946587,36.349995,-39.99472,21.03758,230.2904929
587,5498,363489N1199407W001,774548.0717,4026993.885,-119.940687,36.348895,-39.99464,20.6043,228.2535834
56,1682,362703N1199229W001,776423.5809,4018322.524,-119.922887,36.270295,-39.99428,28.01061,233.6641151
496,4848,362703N1199229W002,776423.5809,4018322.524,-119.922887,36.270295,-39.99428,28.01061,233.6641151
522,5115,363428N1199410W001,774542.5806,4026316.125,-119.940987,36.342795,-39.99165,21.34684,228.3403288
49,1664,363139N1199588W001,773045.5393,4023058.699,-119.958787,36.313895,-39.99034,24.68567,241.1862282
794,6897,362265N1199138W001,777396.2435,4013488.169,-119.913787,36.226495,-39.96888,32.2038,231.7338657
386,3802,363400N1199210W001,776347.9763,4026062.461,-119.920987,36.339995,-39.96555,21.50286,220.4050267
155,2247,363433N1199327W001,775285.9463,4026395.239,-119.932687,36.343295,-39.92375,20.98074,224.588229
589,5500,363433N1199327W002,775285.9463,4026395.239,-119.932687,36.343295,-39.92375,20.98074,224.588229
390,3811,362264N1199277W001,776146.8655,4013437.341,-119.927687,36.226395,-39.90571,32.06789,239.0949223
150,2223,363811N1199407W001,774434.8384,4030567.077,-119.940687,36.381095,-39.88662,18.20634,216.345545
388,3809,362409N1199230W001,776518.3107,4015059.784,-119.922987,36.240895,-39.84618,30.88558,237.6090299
101,1918,362550N1199238W001,776396.678,4016622.144,-119.923787,36.254995,-39.82349,29.52407,237.8885247
600,5516,362519N1199238W001,776407.6106,4016278.144,-119.923787,36.251895,-39.79577,29.76577,237.88111
263,2817,362261N1199227W001,776597.4664,4013418.322,-119.922687,36.226095,-39.74959,32.13386,236.3234656
50,1670,362844N1199399W001,774846.5019,4019838.719,-119.939887,36.284395,-39.74894,26.50803,234.5569301
787,6876,362659N1199321W001,775612.367,4017808.014,-119.932087,36.265895,-39.7463,28.26537,237.6594892
103,1921,362333N1199321W001,775727.0138,4014190.475,-119.932087,36.233295,-39.74312,31.45938,242.5947912
387,3804,362700N1199414W001,774762.2605,4018236.524,-119.941387,36.269995,-39.72163,27.81862,240.8389513
104,1922,362481N1199168W001,777050.1974,4015876.483,-119.916787,36.248095,-39.71778,30.32688,233.2767135
688,6150,362850N1199410W001,774745.5705,4019902.174,-119.940987,36.284995,-39.70609,26.42442,234.5789445
51,1671,362994N1199321W001,775494.4619,4021525.438,-119.932087,36.299395,-39.67113,25.13107,231.8762541
786,6872,363064N1199317W001,775505.7397,4022303.355,-119.931687,36.306395,-39.66596,24.40485,230.5201517
601,5518,362344N1199229W001,776550.2211,4014338.781,-119.922887,36.234395,-39.6503,31.50789,236.3725141
712,6197,357609N1195985W001,807550.7141,3962767.597,-119.598487,35.760895,-39.64013,46.05893,217.6443639
401,3830,361378N1199499W001,774460.1746,4003542.673,-119.949887,36.137795,-39.63797,39.39836,242.8654277
651,5736,357828N1195432W001,812466.8131,3965373.106,-119.543187,35.782795,-39.57649,28.21335,214.1862601
262,2816,362261N1199404W001,775006.0804,4013367.907,-119.940387,36.226095,-39.54696,32.09126,248.31884
691,6156,362266N1199433W001,774743.5947,4013415.158,-119.943287,36.226595,-39.46645,32.05811,249.3183479
330,3224,357831N1194893W001,817339.6517,3965579.898,-119.489288,35.783095,-39.38231,14.8659,209.2253348
695,6162,361961N1199366W001,775452.9842,4010049.703,-119.936587,36.196095,-39.34425,35.03438,243.7581115
167,2271,361814N1199382W001,775360.5936,4008413.949,-119.938187,36.181395,-39.28651,36.38672,243.7516154
845,7224,361667N1199415W001,775115.1704,4006773.378,-119.941487,36.166695,-39.26284,37.62424,243.7546994
393,3819,362110N1199410W001,775005.0447,4011690.606,-119.940987,36.210995,-39.23484,33.71599,246.9092927
166,2270,361672N1199416W001,775104.4233,4006828.577,-119.941587,36.167195,-39.19387,37.60106,243.8400012
275,2859,361558N1199477W001,774595.3718,4005546.278,-119.947687,36.155795,-39.08259,38.50112,245.8429869
404,3833,361668N1199421W001,775060.8345,4006782.772,-119.942087,36.166795,-39.05344,37.64099,244.1810446
628,5569,362878N1196996W001,796423.3022,4020925.951,-119.699587,36.287795,-39.04507,20.424,236.5423632
644,5700,362025N1199410W001,775034.8198,4010747.39,-119.940987,36.202495,-38.95042,34.62016,246.504273
224,2449,364449N1199596W001,772515.7207,4037593.288,-119.959587,36.444895,-38.79293,15.32954,204.8912467
158,2262,361889N1199404W001,775136.4181,4009239.949,-119.940387,36.188895,-38.78528,35.88615,245.5241548
187,2291,362835N1197168W001,794894.1907,4020396.156,-119.716787,36.283495,-38.71597,19.22892,233.4432489
188,2292,362835N1197168W002,794894.1907,4020396.156,-119.716787,36.283495,-38.71597,19.22892,233.4432489
694,6161,361959N1199408W001,775075.9237,4010015.578,-119.940787,36.195895,-38.69638,35.23577,245.6371798
796,6905,362037N1199499W001,774230.2024,4010855.321,-119.949887,36.203695,-38.45483,34.72934,251.3714319
643,5699,362033N1199499W001,774231.5994,4010810.934,-119.949887,36.203295,-38.43806,34.77212,251.3593584
329,3222,357828N1195260W001,814022.1535,3965428.178,-119.525987,35.782795,-38.38218,24.0691,212.8316669
71,1702,363144N1197968W001,787592.7922,4023584.17,-119.796787,36.314395,-38.26701,17.43243,227.7922973
544,5270,363944N1199407W001,774388.0427,4032042.965,-119.940687,36.394395,-38.25814,16.80346,212.2222509
614,5550,362928N1197624W001,790762.5773,4021290.089,-119.762387,36.292795,-38.07634,18.42326,229.5113591
555,5316,362981N1196629W001,799681.1418,4022182.175,-119.662887,36.298095,-38.00228,20.94083,238.4112937
116,1939,362868N1197454W001,792312.2121,4020675.515,-119.745387,36.286795,-37.98926,18.80725,232.2588001
128,1967,362944N1196910W001,797170.8959,4021684.797,-119.690987,36.294395,-37.92523,20.42393,238.2177898
629,5572,362986N1196693W001,799104.2988,4022217.837,-119.669287,36.298595,-37.85355,20.77935,240.6673962
127,1966,363028N1196866W001,797534.2276,4022630.533,-119.686587,36.302795,-37.68582,20.30289,240.0924618
123,1952,362857N1197277W001,793906.5834,4020607.108,-119.727687,36.285695,-37.49738,18.91839,230.6291084
24,1450,363119N1196727W001,798748.061,4023683.308,-119.672687,36.311895,-37.42282,20.23917,243.3384264
133,1982,363128N1196816W001,797945.2619,4023755.703,-119.681587,36.312795,-37.38485,18.48025,243.3712676
630,5573,363039N1196729W001,798760.6589,4022794.877,-119.672887,36.303895,-37.30338,20.57361,244.5614251
606,5536,361814N1199502W001,774281.0758,4008379.928,-119.950187,36.181395,-37.11771,37.07778,250.9196275
134,1983,363078N1196649W001,799464.3351,4023252.451,-119.664887,36.307795,-36.95267,20.64346,244.1441023
159,2263,361811N1199516W001,774156.1789,4008342.677,-119.951587,36.181095,-36.86597,37.15812,251.377239
293,2958,357611N1195891W001,808400.1701,3962819.366,-119.589087,35.761095,-36.14127,42.19905,217.6601776
402,3831,361520N1199590W001,773591.7125,4005092.678,-119.958987,36.151995,-36.10686,39.35667,252.7502049
165,2269,361731N1199557W001,773815.212,4007443.364,-119.955687,36.173095,-35.98945,37.88013,252.6863926
152,2233,363883N1199318W001,775208.0329,4031391.41,-119.931787,36.388295,-35.55852,16.96191,213.0102758
638,5694,365071N1199693W001,771428.8054,4044468.183,-119.969287,36.507095,-35.55681,10.42397,207.6321917
247,2776,364232N1199449W001,773909.9975,4035226.936,-119.944887,36.423195,-35.33105,15.02598,206.6124082
652,5738,357236N1196241W001,805377.8404,3958548.235,-119.624087,35.723595,-35.31139,53.21243,222.6444953
117,1940,362980N1197471W001,792117.6645,4021913.285,-119.747087,36.297995,-35.24642,18.22445,233.6758277
641,5697,364527N1199593W001,772515.3012,4038459.697,-119.959287,36.452695,-35.03634,14.73163,204.8115879
130,1969,363225N1196829W001,797791.5492,4024828.166,-119.682887,36.322495,-34.54817,18.05586,243.9077834
327,3220,357756N1195435W001,812467.9021,3964573.129,-119.543487,35.775595,-34.51527,28.50019,214.7005646
241,2744,364921N1199668W001,771705.2302,4042810.694,-119.966787,36.492095,-34.0807,11.39324,207.2151969
64,1695,363461N1198468W001,782987.4771,4026954.29,-119.846787,36.346095,-33.43676,18.4185,221.8786488
75,1706,363139N1197799W001,789112.446,4023579.122,-119.779887,36.313895,-32.66723,16.81598,232.653682
325,3217,357606N1195816W001,809080.4815,3962787.535,-119.581587,35.760595,-32.33371,39.49053,217.8342261
156,2257,363667N1198832W001,779645.9689,4029134.207,-119.883187,36.366695,-31.87033,19.47454,216.7653285
837,7207,364700N1199600W001,772391.9579,4040377.487,-119.959987,36.469995,-31.60541,13.1636,206.0539764
244,2763,364735N1199579W001,772567.9051,4040771.824,-119.957887,36.473495,-30.42445,12.91398,207.8593899
328,3221,357722N1195349W001,813258.9977,3964223.311,-119.534887,35.772195,-30.37268,26.48873,214.1667719
245,2772,364432N1199502W001,773364.4598,4037431.273,-119.950187,36.443195,-30.27254,14.22212,206.5176247
764,6552,357181N1196166W001,806077.5938,3957961.294,-119.616587,35.718095,-30.27201,50.1418,225.013229
717,6203,357625N1195714W001,809995.6966,3963030.639,-119.571387,35.762495,-29.70161,36.22843,217.1539111
425,3878,357334N1196103W001,806589.0094,3959678.858,-119.610287,35.733395,-28.8196,48.60592,222.5065688
527,5131,363194N1197610W001,790789.4358,4024246.2,-119.760987,36.319395,-28.58973,16.35664,235.7416086
503,4856,363269N1197113W001,795224.4932,4025229.274,-119.711287,36.326895,-28.32666,16.8149,241.027534
129,1968,363286N1197124W001,795119.2948,4025414.571,-119.712387,36.328595,-28.042,16.80319,241.508177
687,6148,363800N1199010W001,778001.0661,4030558.676,-119.900987,36.379995,-27.99041,18.06677,212.4907548
840,7214,363800N1199000W001,778090.7986,4030561.558,-119.899987,36.379995,-27.71666,18.08114,212.8533205
124,1953,363274N1197327W001,793300.9326,4025219.56,-119.732687,36.327395,-27.50481,16.10717,241.9100471
504,4857,363417N1196979W001,796371.6495,4026912.765,-119.697887,36.341695,-26.84687,16.36891,246.4513858
502,4855,363431N1197163W001,794714.3843,4027011.805,-119.716287,36.343095,-26.17464,15.58587,247.3713334
41,1641,364916N1199307W001,774941.6252,4042857.751,-119.930687,36.491595,-25.02846,11.50163,217.679108
582,5492,364493N1199460W001,773719.5696,4038120.114,-119.945987,36.449295,-24.99987,13.08505,206.643609
501,4853,363388N1197438W001,792261.5381,4026451.019,-119.743787,36.338795,-24.80392,15.48657,240.0206114
543,5256,365035N1199127W001,776512.1159,4044229.893,-119.912687,36.503495,-24.72711,10.96263,222.2659848
528,5132,363342N1197629W001,790563.7757,4025882.896,-119.762887,36.334195,-24.6944,15.50699,238.8828489
580,5485,364738N1199416W001,774027.7074,4040851.391,-119.941587,36.473795,-24.22674,12.23326,207.7724148
243,2762,364518N1199454W001,773764.5647,4038399.244,-119.945387,36.451795,-24.19476,12.82913,206.6938386
125,1954,363519N1197279W001,793639.8494,4027953.04,-119.727887,36.351895,-23.43395,15.33535,241.0089972
326,3219,357181N1196074W001,806910.1754,3957990.069,-119.607387,35.718095,-22.92121,46.47526,222.5065688
255,2784,364782N1198471W001,782481.216,4041612.845,-119.847087,36.478195,-22.82606,12.68114,227.8523367
119,1942,363603N1197266W001,793724.9435,4028889.189,-119.726587,36.360295,-22.54281,15.12732,240.7488922
46,1654,364921N1198721W001,780190.591,4043082.279,-119.872087,36.492095,-22.5333,12.45219,227.8847514
42,1646,364924N1198991W001,777770.227,4043037.286,-119.899087,36.492395,-22.51167,11.95037,218.646234
226,2451,364868N1198788W001,779609.3189,4042474.636,-119.878787,36.486795,-22.4504,12.44129,228.0178879
43,1647,364974N1198899W001,778576.642,4043618.744,-119.889887,36.497395,-22.4242,11.94896,222.7985636
79,1710,363425N1197785W001,789132.3534,4026757.151,-119.778487,36.342495,-22.33424,15.05055,237.7036165
225,2450,364885N1198904W001,778563.7538,4042629.646,-119.890387,36.488495,-22.33051,12.01841,222.7867525
44,1652,364893N1198907W001,778534.0038,4042717.555,-119.890687,36.489295,-22.28181,12.01772,222.9298628
118,1941,363675N1197188W001,794397.9093,4029711.983,-119.718787,36.367495,-22.28074,15.37811,244.278912
45,1653,364927N1198899W001,778593.4971,4043097.176,-119.889887,36.492695,-22.20385,12.01,222.7281895
642,5698,364757N1198646W001,780921.8972,4041284.195,-119.864587,36.475695,-22.15384,12.83185,226.0002697
254,2783,364682N1198732W001,780178.1679,4040426.838,-119.873187,36.468195,-21.91356,12.8325,222.7658208
585,5495,364813N1198968W001,778016.0237,4041812.142,-119.896787,36.481295,-21.69471,12.03231,218.269003
249,2778,364743N1198877W001,778856.6374,4041061.665,-119.887687,36.474295,-21.6127,12.39235,218.3435109
593,5504,364738N1198874W001,778885.3183,4041007.048,-119.887387,36.473795,-21.45976,12.38964,218.5260897
78,1709,363481N1197810W001,788887.1923,4027371.119,-119.780987,36.348095,-21.37582,14.92992,234.9023697
702,6171,363599N1197410W001,792433.9053,4028801.068,-119.740987,36.359895,-21.24392,14.75022,238.732488
807,6918,363500N1197800W001,788969.9338,4027584.961,-119.779987,36.349995,-21.22931,15.00421,234.3204143
808,6919,363500N1197800W002,788969.9338,4027584.961,-119.779987,36.349995,-21.22931,15.00421,234.3204143
809,6920,363500N1197800W003,788969.9338,4027584.961,-119.779987,36.349995,-21.22931,15.00421,234.3204143
